regulation_code,regulation_name,normalized_name,public_status_code,public_status_label,lifecycle_code,document_verification_code,nonpublic_stage,primary_claim,confidence_level,decision_reason_code,decision_reason,official_source_count,search_verification_count,human_confirmed,last_collected_at,last_verified_at,official_url,document_sha256,document_format,revision_date,legacy_0811_status,legacy_0831_status,methodology_version,release_status
497fc38fc08751c7,및 부분보증 운용기준,및부분보증운용기준,SOURCE_UNKNOWN,출처불명,unknown,NO_OFFICIAL_DOCUMENT,1,및 부분보증 운용기준: 출처불명,1,NO_DOCUMENT_OBSERVATION,공식 원문 또는 사전예고 발견경로를 확인하지 못함,0,0,False,2026-09-08T19:20:38+09:00,2026-09-08T19:20:38+09:00,,,unknown,,사전예고만 확인,,v0.4,review_pending
1d2e52ef6d2e52c6,및 운용기준,및운용기준,SOURCE_UNKNOWN,출처불명,unknown,NO_OFFICIAL_DOCUMENT,1,및 운용기준: 출처불명,1,NO_DOCUMENT_OBSERVATION,공식 원문 또는 사전예고 발견경로를 확인하지 못함,0,0,False,2026-09-08T19:20:38+09:00,2026-09-08T19:20:38+09:00,,,unknown,,사전예고만 확인,,v0.4,review_pending
206fcd88d5eb2c92,제·개정기준,제개정기준,SOURCE_UNKNOWN,출처불명,unknown,NO_OFFICIAL_DOCUMENT,1,제·개정기준: 출처불명,1,NO_DOCUMENT_OBSERVATION,공식 원문 또는 사전예고 발견경로를 확인하지 못함,0,0,False,2026-09-08T19:20:38+09:00,2026-09-08T19:20:38+09:00,,,unknown,,사전예고만 확인,,v0.4,review_pending
4ae4e79905a2b986,지식재산(IP)가치 평가시스템 운용기준,지식재산ip가치평가시스템운용기준,SOURCE_UNKNOWN,출처불명,unknown,NO_OFFICIAL_DOCUMENT,1,지식재산(IP)가치 평가시스템 운용기준: 출처불명,1,NO_DOCUMENT_OBSERVATION,공식 원문 또는 사전예고 발견경로를 확인하지 못함,0,0,False,2026-09-08T19:20:38+09:00,2026-09-08T19:20:38+09:00,,,unknown,,사전예고만 확인,,v0.4,review_pending
d68263045742f898,총 5개 기준,총5개기준,SOURCE_UNKNOWN,출처불명,unknown,NO_OFFICIAL_DOCUMENT,1,총 5개 기준: 출처불명,1,NO_DOCUMENT_OBSERVATION,공식 원문 또는 사전예고 발견경로를 확인하지 못함,0,0,False,2026-09-08T19:20:38+09:00,2026-09-08T19:20:38+09:00,,,unknown,,사전예고만 확인,,v0.4,review_pending
