regulation_code,regulation_name,normalized_name,public_status_code,public_status_label,lifecycle_code,document_verification_code,nonpublic_stage,primary_claim,confidence_level,decision_reason_code,decision_reason,official_source_count,search_verification_count,human_confirmed,last_collected_at,last_verified_at,official_url,document_sha256,document_format,revision_date,legacy_0811_status,legacy_0831_status,methodology_version,release_status,evaluation_provenance,evaluated_at,evidence_as_of,processing_status,evidence_summary,unresolved_reason,evidence_refs_json,representations_json,previous_public_status_code,previous_public_status_label,previous_decision_reason_code,previous_decision_reason,previous_evaluation_date
7cc7bc7a02ebc42b,기술역량평가 특례조치,기술역량평가특례조치,NOTICE_ONLY,사전예고만,unknown,EVALUATED,0,기술역량평가 특례조치: 사전예고만,2,VERIFIED_OFFICIAL_NOTICE_WITHOUT_LINKED_FULLTEXT,공식 사전예고 근거는 연결되어 있으나 해당 규정 버전의 검증된 전문 representation은 연결되지 않았습니다.,1,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=fd087525deee6561f65a67871a9ec897,,unknown,,,,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-08T19:20:38+09:00,EVALUATED,공식 사전예고 확인,FULLTEXT_REPRESENTATION_NOT_LINKED,"[{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=fd087525deee6561f65a67871a9ec897""}]",[],NOTICE_ONLY,사전예고만,OFFICIAL_NOTICE_ONLY,사전예고 공식 기록은 있으나 현행 규정 전문을 확인하지 못함,2026-09-08
de9e0218a1a364a8,기술특례상장 전문평가 운용기준,기술특례상장전문평가운용기준,NOTICE_ONLY,사전예고만,unknown,EVALUATED,0,기술특례상장 전문평가 운용기준: 사전예고만,2,VERIFIED_OFFICIAL_NOTICE_WITHOUT_LINKED_FULLTEXT,공식 사전예고 근거는 연결되어 있으나 해당 규정 버전의 검증된 전문 representation은 연결되지 않았습니다.,1,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=47f2e1248d5ed09d2e5f2593b18873c5,,unknown,,사전예고만 확인,사전예고만 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-08T19:20:38+09:00,EVALUATED,공식 사전예고 확인,FULLTEXT_REPRESENTATION_NOT_LINKED,"[{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=47f2e1248d5ed09d2e5f2593b18873c5""}]",[],NOTICE_ONLY,사전예고만,OFFICIAL_NOTICE_ONLY,사전예고 공식 기록은 있으나 현행 규정 전문을 확인하지 못함,2026-09-08
1c91f447215112cb,기술평가요령,기술평가요령,FULLTEXT_PUBLIC,전문 공개,unknown,EVALUATED,0,기술평가요령: 판정대기,2,VERIFIED_OFFICIAL_REPRESENTATION,공식 HWP representation에서 본문 추출과 규정 동일성이 확인되었습니다.,2,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.alio.go.kr/download/rulefiledown.json?fileNo=230389,135aa2e4732ac34cb2e9538ac64b788e4bf143c7b8da4b183b5360712fa193f7,hwp,2026.01.21,공개 확인,공개 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-01T00:23:18+09:00,EVALUATED,공식 전문 확인 · HWP,,"[{""evidence_type"":""PARSER_RUNTIME_MEASUREMENT"",""batch_run_id"":""10a9d5f2-2e21-46c1-bfbe-f5871ed40bef"",""parser_run_id"":""09824bff-97a9-4ffe-82d3-2247f030c676"",""document_sha256"":""135aa2e4732ac34cb2e9538ac64b788e4bf143c7b8da4b183b5360712fa193f7"",""format"":""HWP""},{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.alio.go.kr/download/rulefiledown.json?fileNo=230389""}]","[{""format"":""HWP"",""source_path"":""alio/40630/230389.hwp"",""input_sha256"":""135aa2e4732ac34cb2e9538ac64b788e4bf143c7b8da4b183b5360712fa193f7"",""extraction_outcome"":""SUCCESS"",""parser_name"":""kodit-hwp-ole"",""parser_version"":""0.1.1"",""runtime_version"":""3.13.7"",""environment_fingerprint"":""e77e6a2dd79ef2342b80787149c451c7facbfccc6969393b5f07340e78ed6a64"",""parser_run_id"":""09824bff-97a9-4ffe-82d3-2247f030c676"",""extract_hash"":""cdc3f936c9ee39ce293e0c571599def66150326ec70d0f3480ecf7ab5801617a"",""identity_result"":""MATCHED"",""evidence_as_of"":""2026-09-01T00:23:18+09:00"",""verified_official_fulltext"":true}]",EXTRACTION_PENDING,판정대기,EXTRACTION_PENDING,공식 원문은 발견했으나 본문 추출·확인이 완료되지 않음,2026-09-08
c5b9963fdaafc0c1,기술평가 자문인력 운용기준,기술평가자문인력운용기준,FULLTEXT_PUBLIC,전문 공개,unknown,EVALUATED,0,기술평가 자문인력 운용기준: 판정대기,2,VERIFIED_OFFICIAL_REPRESENTATION,공식 HWP representation에서 본문 추출과 규정 동일성이 확인되었습니다.,2,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.alio.go.kr/download/rulefiledown.json?fileNo=223262,fa13bb752c30456a0cb03f464b03029fe9d414d83470d61371580764280dffd3,hwp,2025.10.29,공개 확인,공개 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-01T00:23:18+09:00,EVALUATED,공식 전문 확인 · HWP,,"[{""evidence_type"":""PARSER_RUNTIME_MEASUREMENT"",""batch_run_id"":""10a9d5f2-2e21-46c1-bfbe-f5871ed40bef"",""parser_run_id"":""0da6d558-ca22-47c9-8858-09f289dc37a4"",""document_sha256"":""fa13bb752c30456a0cb03f464b03029fe9d414d83470d61371580764280dffd3"",""format"":""HWP""},{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.alio.go.kr/download/rulefiledown.json?fileNo=223262""}]","[{""format"":""HWP"",""source_path"":""alio/40631/223262.hwp"",""input_sha256"":""fa13bb752c30456a0cb03f464b03029fe9d414d83470d61371580764280dffd3"",""extraction_outcome"":""SUCCESS"",""parser_name"":""kodit-hwp-ole"",""parser_version"":""0.1.1"",""runtime_version"":""3.13.7"",""environment_fingerprint"":""e77e6a2dd79ef2342b80787149c451c7facbfccc6969393b5f07340e78ed6a64"",""parser_run_id"":""0da6d558-ca22-47c9-8858-09f289dc37a4"",""extract_hash"":""65dd56c14e8b2e90c721036c260ec4da1d5fd0deefad6ce38acb72d02a1b343f"",""identity_result"":""MATCHED"",""evidence_as_of"":""2026-09-01T00:23:18+09:00"",""verified_official_fulltext"":true}]",EXTRACTION_PENDING,판정대기,EXTRACTION_PENDING,공식 원문은 발견했으나 본문 추출·확인이 완료되지 않음,2026-09-08
abe705a81d614906,기업가치평가보증운용기준,기업가치평가보증운용기준,NOTICE_ONLY,사전예고만,unknown,EVALUATED,0,기업가치평가보증운용기준: 사전예고만,2,VERIFIED_OFFICIAL_NOTICE_WITHOUT_LINKED_FULLTEXT,공식 사전예고 근거는 연결되어 있으나 해당 규정 버전의 검증된 전문 representation은 연결되지 않았습니다.,1,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=eaebda8421cfacb4c6e11e9173a8d23b,,unknown,,사전예고만 확인,사전예고만 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-08T19:20:38+09:00,EVALUATED,공식 사전예고 확인,FULLTEXT_REPRESENTATION_NOT_LINKED,"[{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=eaebda8421cfacb4c6e11e9173a8d23b""}]",[],NOTICE_ONLY,사전예고만,OFFICIAL_NOTICE_ONLY,사전예고 공식 기록은 있으나 현행 규정 전문을 확인하지 못함,2026-09-08
1e0f1a17597c2b65,기업구조조정 업무처리기준,기업구조조정업무처리기준,NOTICE_ONLY,사전예고만,unknown,EVALUATED,0,기업구조조정 업무처리기준: 사전예고만,2,VERIFIED_OFFICIAL_NOTICE_WITHOUT_LINKED_FULLTEXT,공식 사전예고 근거는 연결되어 있으나 해당 규정 버전의 검증된 전문 representation은 연결되지 않았습니다.,1,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=5a6b454fcc246ae7fb5963ba1c6ec825,,unknown,,사전예고만 확인,사전예고만 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-08T19:20:38+09:00,EVALUATED,공식 사전예고 확인,FULLTEXT_REPRESENTATION_NOT_LINKED,"[{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=5a6b454fcc246ae7fb5963ba1c6ec825""}]",[],NOTICE_ONLY,사전예고만,OFFICIAL_NOTICE_ONLY,사전예고 공식 기록은 있으나 현행 규정 전문을 확인하지 못함,2026-09-08
6f2a09fdc6970c75,기업구조조정촉진법적용기업에대한업무처리기준,기업구조조정촉진법적용기업에대한업무처리기준,NOTICE_ONLY,사전예고만,unknown,EVALUATED,0,기업구조조정촉진법적용기업에대한업무처리기준: 사전예고만,2,VERIFIED_OFFICIAL_NOTICE_WITHOUT_LINKED_FULLTEXT,공식 사전예고 근거는 연결되어 있으나 해당 규정 버전의 검증된 전문 representation은 연결되지 않았습니다.,1,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=a2ec41b5d5d78a05d38f4c38cfa491d4,,unknown,,사전예고만 확인,사전예고만 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-08T19:20:38+09:00,EVALUATED,공식 사전예고 확인,FULLTEXT_REPRESENTATION_NOT_LINKED,"[{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=a2ec41b5d5d78a05d38f4c38cfa491d4""}]",[],NOTICE_ONLY,사전예고만,OFFICIAL_NOTICE_ONLY,사전예고 공식 기록은 있으나 현행 규정 전문을 확인하지 못함,2026-09-08
9e2fc2e0dc0e714f,기업구조조정촉진법 적응기업에 대한 업무처리 기준,기업구조조정촉진법적응기업에대한업무처리기준,NOTICE_ONLY,사전예고만,unknown,EVALUATED,0,기업구조조정촉진법 적응기업에 대한 업무처리 기준: 사전예고만,2,VERIFIED_OFFICIAL_NOTICE_WITHOUT_LINKED_FULLTEXT,공식 사전예고 근거는 연결되어 있으나 해당 규정 버전의 검증된 전문 representation은 연결되지 않았습니다.,1,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=a2ec41b5d5d78a05d38f4c38cfa491d4,,unknown,,사전예고만 확인,사전예고만 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-08T19:20:38+09:00,EVALUATED,공식 사전예고 확인,FULLTEXT_REPRESENTATION_NOT_LINKED,"[{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=a2ec41b5d5d78a05d38f4c38cfa491d4""}]",[],NOTICE_ONLY,사전예고만,OFFICIAL_NOTICE_ONLY,사전예고 공식 기록은 있으나 현행 규정 전문을 확인하지 못함,2026-09-08
5cfe267960391005,기업 금융애로 지원을 위한 업무처리기준,기업금융애로지원을위한업무처리기준,NOTICE_ONLY,사전예고만,unknown,EVALUATED,0,기업 금융애로 지원을 위한 업무처리기준: 사전예고만,2,VERIFIED_OFFICIAL_NOTICE_WITHOUT_LINKED_FULLTEXT,공식 사전예고 근거는 연결되어 있으나 해당 규정 버전의 검증된 전문 representation은 연결되지 않았습니다.,1,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=7c30b31c86fe2f580b5ce9d83ecb854c,,unknown,,사전예고만 확인,사전예고만 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-08T19:20:38+09:00,EVALUATED,공식 사전예고 확인,FULLTEXT_REPRESENTATION_NOT_LINKED,"[{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=7c30b31c86fe2f580b5ce9d83ecb854c""}]",[],NOTICE_ONLY,사전예고만,OFFICIAL_NOTICE_ONLY,사전예고 공식 기록은 있으나 현행 규정 전문을 확인하지 못함,2026-09-08
cfa11ab8b59f2b86,기업신용등급제공 업무 기준,기업신용등급제공업무기준,NOTICE_ONLY,사전예고만,unknown,EVALUATED,0,기업신용등급제공 업무 기준: 사전예고만,2,VERIFIED_OFFICIAL_NOTICE_WITHOUT_LINKED_FULLTEXT,공식 사전예고 근거는 연결되어 있으나 해당 규정 버전의 검증된 전문 representation은 연결되지 않았습니다.,1,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=08b78f251f1c07b487fc0dd4039a1247,,unknown,,사전예고만 확인,사전예고만 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-08T19:20:38+09:00,EVALUATED,공식 사전예고 확인,FULLTEXT_REPRESENTATION_NOT_LINKED,"[{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=08b78f251f1c07b487fc0dd4039a1247""}]",[],NOTICE_ONLY,사전예고만,OFFICIAL_NOTICE_ONLY,사전예고 공식 기록은 있으나 현행 규정 전문을 확인하지 못함,2026-09-08
1e5f104d689807ce,기업어음 차환발행기업 지원 특별대출보증 업무처리방법,기업어음차환발행기업지원특별대출보증업무처리방법,FULLTEXT_PUBLIC,전문 공개,unknown,EVALUATED,0,기업어음 차환발행기업 지원 특별대출보증 업무처리방법: 판정대기,2,VERIFIED_OFFICIAL_REPRESENTATION,공식 HWP representation에서 본문 추출과 규정 동일성이 확인되었습니다.,2,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.alio.go.kr/download/rulefiledown.json?fileNo=239640,03bc5d3e992f2d5ba3550e7c256af1e1b1df58a73ed65108d39fa8827e7f3a95,hwp,2026.07.23,공개 확인,공개 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-01T00:23:17+09:00,EVALUATED,공식 전문 확인 · HWP,,"[{""evidence_type"":""PARSER_RUNTIME_MEASUREMENT"",""batch_run_id"":""10a9d5f2-2e21-46c1-bfbe-f5871ed40bef"",""parser_run_id"":""edd84d80-d11a-4404-bf89-84e01832fd40"",""document_sha256"":""03bc5d3e992f2d5ba3550e7c256af1e1b1df58a73ed65108d39fa8827e7f3a95"",""format"":""HWP""},{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.alio.go.kr/download/rulefiledown.json?fileNo=239640""}]","[{""format"":""HWP"",""source_path"":""alio/41687/239640.hwp"",""input_sha256"":""03bc5d3e992f2d5ba3550e7c256af1e1b1df58a73ed65108d39fa8827e7f3a95"",""extraction_outcome"":""SUCCESS"",""parser_name"":""kodit-hwp-ole"",""parser_version"":""0.1.1"",""runtime_version"":""3.13.7"",""environment_fingerprint"":""e77e6a2dd79ef2342b80787149c451c7facbfccc6969393b5f07340e78ed6a64"",""parser_run_id"":""edd84d80-d11a-4404-bf89-84e01832fd40"",""extract_hash"":""5fd95b837fe7ebe41bea5e7a3c1380f355e4e933e25a8186403e9cb227a7f387"",""identity_result"":""MATCHED"",""evidence_as_of"":""2026-09-01T00:23:17+09:00"",""verified_official_fulltext"":true}]",EXTRACTION_PENDING,판정대기,EXTRACTION_PENDING,공식 원문은 발견했으나 본문 추출·확인이 완료되지 않음,2026-09-08
38a7a477680f13c3,기업연수 운영기준,기업연수운영기준,NOTICE_ONLY,사전예고만,unknown,EVALUATED,0,기업연수 운영기준: 사전예고만,2,VERIFIED_OFFICIAL_NOTICE_WITHOUT_LINKED_FULLTEXT,공식 사전예고 근거는 연결되어 있으나 해당 규정 버전의 검증된 전문 representation은 연결되지 않았습니다.,1,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=afdb49d83c5eb7b7a95d203aaffcdaa5,,unknown,,사전예고만 확인,사전예고만 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-08T19:20:38+09:00,EVALUATED,공식 사전예고 확인,FULLTEXT_REPRESENTATION_NOT_LINKED,"[{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=afdb49d83c5eb7b7a95d203aaffcdaa5""}]",[],NOTICE_ONLY,사전예고만,OFFICIAL_NOTICE_ONLY,사전예고 공식 기록은 있으나 현행 규정 전문을 확인하지 못함,2026-09-08
2b9a952120aa4f07,기업연수 운용기준,기업연수운용기준,NOTICE_ONLY,사전예고만,unknown,EVALUATED,0,기업연수 운용기준: 사전예고만,2,VERIFIED_OFFICIAL_NOTICE_WITHOUT_LINKED_FULLTEXT,공식 사전예고 근거는 연결되어 있으나 해당 규정 버전의 검증된 전문 representation은 연결되지 않았습니다.,1,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=79fea924f29f25bcf4b90b87e3926adf,,unknown,,사전예고만 확인,사전예고만 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-08T19:20:38+09:00,EVALUATED,공식 사전예고 확인,FULLTEXT_REPRESENTATION_NOT_LINKED,"[{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=79fea924f29f25bcf4b90b87e3926adf""}]",[],NOTICE_ONLY,사전예고만,OFFICIAL_NOTICE_ONLY,사전예고 공식 기록은 있으나 현행 규정 전문을 확인하지 못함,2026-09-08
97410ebea161ebf2,기업정보조회 및 기업신용등급제공 업무 기준,기업정보조회및기업신용등급제공업무기준,NOTICE_ONLY,사전예고만,unknown,EVALUATED,0,기업정보조회 및 기업신용등급제공 업무 기준: 사전예고만,2,VERIFIED_OFFICIAL_NOTICE_WITHOUT_LINKED_FULLTEXT,공식 사전예고 근거는 연결되어 있으나 해당 규정 버전의 검증된 전문 representation은 연결되지 않았습니다.,1,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=08b78f251f1c07b487fc0dd4039a1247,,unknown,,명칭변경·통합·폐지 확인,명칭변경·통합·폐지 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-08T19:20:38+09:00,EVALUATED,공식 사전예고 확인,FULLTEXT_REPRESENTATION_NOT_LINKED,"[{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=08b78f251f1c07b487fc0dd4039a1247""}]",[],NOTICE_ONLY,사전예고만,OFFICIAL_NOTICE_ONLY,사전예고 공식 기록은 있으나 현행 규정 전문을 확인하지 못함,2026-09-08
9d7eb8f3d3c5968b,납세보증 운용기준,납세보증운용기준,NOTICE_ONLY,사전예고만,unknown,EVALUATED,0,납세보증 운용기준: 사전예고만,2,VERIFIED_OFFICIAL_NOTICE_WITHOUT_LINKED_FULLTEXT,공식 사전예고 근거는 연결되어 있으나 해당 규정 버전의 검증된 전문 representation은 연결되지 않았습니다.,1,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=10214dc6c28d958067437b20db1876f5,,unknown,,사전예고만 확인,사전예고만 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-08T19:20:38+09:00,EVALUATED,공식 사전예고 확인,FULLTEXT_REPRESENTATION_NOT_LINKED,"[{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=10214dc6c28d958067437b20db1876f5""}]",[],NOTICE_ONLY,사전예고만,OFFICIAL_NOTICE_ONLY,사전예고 공식 기록은 있으나 현행 규정 전문을 확인하지 못함,2026-09-08
05150107c30f9aca,내부공익신고 처리기준,내부공익신고처리기준,NOTICE_ONLY,사전예고만,unknown,EVALUATED,0,내부공익신고 처리기준: 사전예고만,2,VERIFIED_OFFICIAL_NOTICE_WITHOUT_LINKED_FULLTEXT,공식 사전예고 근거는 연결되어 있으나 해당 규정 버전의 검증된 전문 representation은 연결되지 않았습니다.,1,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=a2d587c4e94ada76f5e57ca68015b40e,,unknown,,사전예고만 확인,사전예고만 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-08T19:20:38+09:00,EVALUATED,공식 사전예고 확인,FULLTEXT_REPRESENTATION_NOT_LINKED,"[{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=a2d587c4e94ada76f5e57ca68015b40e""}]",[],NOTICE_ONLY,사전예고만,OFFICIAL_NOTICE_ONLY,사전예고 공식 기록은 있으나 현행 규정 전문을 확인하지 못함,2026-09-08
b2fc48ae01d9805a,내부부조리신고및공익신고처리기준,내부부조리신고및공익신고처리기준,NOTICE_ONLY,사전예고만,unknown,EVALUATED,0,내부부조리신고및공익신고처리기준: 사전예고만,2,VERIFIED_OFFICIAL_NOTICE_WITHOUT_LINKED_FULLTEXT,공식 사전예고 근거는 연결되어 있으나 해당 규정 버전의 검증된 전문 representation은 연결되지 않았습니다.,1,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=4fdc177a160c5b82af3b6d340ad0cc49,,unknown,,사전예고만 확인,사전예고만 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-08T19:20:38+09:00,EVALUATED,공식 사전예고 확인,FULLTEXT_REPRESENTATION_NOT_LINKED,"[{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=4fdc177a160c5b82af3b6d340ad0cc49""}]",[],NOTICE_ONLY,사전예고만,OFFICIAL_NOTICE_ONLY,사전예고 공식 기록은 있으나 현행 규정 전문을 확인하지 못함,2026-09-08
21f1a3da351bd9c7,내부통제 관련 감사업무처리기준,내부통제관련감사업무처리기준,NOTICE_ONLY,사전예고만,unknown,EVALUATED,0,내부통제 관련 감사업무처리기준: 사전예고만,2,VERIFIED_OFFICIAL_NOTICE_WITHOUT_LINKED_FULLTEXT,공식 사전예고 근거는 연결되어 있으나 해당 규정 버전의 검증된 전문 representation은 연결되지 않았습니다.,1,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=74aa5ef281fe29e63362c08c25ca825a,,unknown,,사전예고만 확인,사전예고만 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-08T19:20:38+09:00,EVALUATED,공식 사전예고 확인,FULLTEXT_REPRESENTATION_NOT_LINKED,"[{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.kodit.or.kr/common/nttFileDownload.do?fileKey=74aa5ef281fe29e63362c08c25ca825a""}]",[],NOTICE_ONLY,사전예고만,OFFICIAL_NOTICE_ONLY,사전예고 공식 기록은 있으나 현행 규정 전문을 확인하지 못함,2026-09-08
6080e0ad654508d3,내부통제요령,내부통제요령,FULLTEXT_PUBLIC,전문 공개,unknown,EVALUATED,0,내부통제요령: 판정대기,2,VERIFIED_OFFICIAL_REPRESENTATION,공식 HWP representation에서 본문 추출과 규정 동일성이 확인되었습니다.,2,0,False,2026-09-08T19:20:38+09:00,2026-09-13T21:00:00+09:00,https://www.alio.go.kr/download/rulefiledown.json?fileNo=227947,35c13ef6fa0f328da6f3eec1e0f37684c9cfcacb4069bb6e517c700493edb2ce,hwp,2025.12.31,공개 확인,공개 확인,v0.5,review_pending,RECONSTRUCTED_EVALUATION,2026-09-13T21:00:00+09:00,2026-09-01T00:23:18+09:00,EVALUATED,공식 전문 확인 · HWP,,"[{""evidence_type"":""PARSER_RUNTIME_MEASUREMENT"",""batch_run_id"":""10a9d5f2-2e21-46c1-bfbe-f5871ed40bef"",""parser_run_id"":""c8fa9748-f164-4199-8f66-f11c95770f9a"",""document_sha256"":""35c13ef6fa0f328da6f3eec1e0f37684c9cfcacb4069bb6e517c700493edb2ce"",""format"":""HWP""},{""evidence_type"":""OFFICIAL_URL"",""url"":""https://www.alio.go.kr/download/rulefiledown.json?fileNo=227947""}]","[{""format"":""HWP"",""source_path"":""alio/50674/227947.hwp"",""input_sha256"":""35c13ef6fa0f328da6f3eec1e0f37684c9cfcacb4069bb6e517c700493edb2ce"",""extraction_outcome"":""SUCCESS"",""parser_name"":""kodit-hwp-ole"",""parser_version"":""0.1.1"",""runtime_version"":""3.13.7"",""environment_fingerprint"":""e77e6a2dd79ef2342b80787149c451c7facbfccc6969393b5f07340e78ed6a64"",""parser_run_id"":""c8fa9748-f164-4199-8f66-f11c95770f9a"",""extract_hash"":""8cc11ea11d9dd19a143726d18cd6650fa78106e46fb22bde7ff19db2d20d8f4b"",""identity_result"":""MATCHED"",""evidence_as_of"":""2026-09-01T00:23:18+09:00"",""verified_official_fulltext"":true}]",EXTRACTION_PENDING,판정대기,EXTRACTION_PENDING,공식 원문은 발견했으나 본문 추출·확인이 완료되지 않음,2026-09-08
