measurement_run_id,regulation_id,regulation_code,regulation_name,legacy_status,legacy_reason_code,document_sha256,source_url,http_status,content_type,content_length,download_status,magic_verified,detected_format,extraction_status,parser_name,parser_version,alternate_url_count,same_sha_alternate_url_count,same_post_pdf_available,notice_evidence_status,official_source_evidence_status
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,1c91f447215112cb,기술평가요령,EXTRACTION_PENDING,EXTRACTION_PENDING,135aa2e4732ac34cb2e9538ac64b788e4bf143c7b8da4b183b5360712fa193f7,https://www.alio.go.kr/download/rulefiledown.json?fileNo=230389,200,application/haansofthwp;charset=utf-8,148992,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,VERIFIED_EXISTS,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,c5b9963fdaafc0c1,기술평가 자문인력 운용기준,EXTRACTION_PENDING,EXTRACTION_PENDING,fa13bb752c30456a0cb03f464b03029fe9d414d83470d61371580764280dffd3,https://www.alio.go.kr/download/rulefiledown.json?fileNo=223262,200,application/haansofthwp;charset=utf-8,253952,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,VERIFIED_EXISTS,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,1e5f104d689807ce,기업어음 차환발행기업 지원 특별대출보증 업무처리방법,EXTRACTION_PENDING,EXTRACTION_PENDING,03bc5d3e992f2d5ba3550e7c256af1e1b1df58a73ed65108d39fa8827e7f3a95,https://www.alio.go.kr/download/rulefiledown.json?fileNo=239640,200,application/haansofthwp;charset=utf-8,103424,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,VERIFIED_EXISTS,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,6080e0ad654508d3,내부통제요령,EXTRACTION_PENDING,EXTRACTION_PENDING,35c13ef6fa0f328da6f3eec1e0f37684c9cfcacb4069bb6e517c700493edb2ce,https://www.alio.go.kr/download/rulefiledown.json?fileNo=227947,200,application/haansofthwp;charset=utf-8,64000,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,VERIFIED_EXISTS,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,f65fce632ebf89d0,내부통제 운영기준,EXTRACTION_PENDING,EXTRACTION_PENDING,5150e7307413562211d9de404da2d3571c51b3ffedded14ab690f6eb41831c91,https://www.alio.go.kr/download/rulefiledown.json?fileNo=227946,200,application/haansofthwp;charset=utf-8,67584,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,VERIFIED_EXISTS,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,13042c5c7a5d1fd5,녹색 공정전환 보증 업무방법서,EXTRACTION_PENDING,EXTRACTION_PENDING,dcfb7efe781dcbe20e643b2c0fa3cca49a0a9f4dc16755e3a42ae840fdde23b2,https://www.alio.go.kr/download/rulefiledown.json?fileNo=214765,200,application/haansofthwp;charset=utf-8,63488,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,VERIFIED_EXISTS,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,7dc3d3ed0163fc56,녹색 공정전환 보증 업무요령,EXTRACTION_PENDING,EXTRACTION_PENDING,dbf649dcdcd345a0a256b7b28f3ea39493549cf3440a5535e873bd491a703dc5,https://www.alio.go.kr/download/rulefiledown.json?fileNo=225272,200,application/haansofthwp;charset=utf-8,69632,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,VERIFIED_EXISTS,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,897801034be3d03a,녹색인증 평가 요령,EXTRACTION_PENDING,EXTRACTION_PENDING,6550811ebb35fed134c6b358a1ea0a8c65c3ef63a610cb42ef8cd53ac1090708,https://www.alio.go.kr/download/rulefiledown.json?fileNo=223536,200,application/haansofthwp;charset=utf-8,74240,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,VERIFIED_EXISTS,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,728e912ac3dce19c,녹색전환보증계정 운영요령,EXTRACTION_PENDING,EXTRACTION_PENDING,65e8632cc85d98ba3aee4a8ebf7469b5296d0bc0e08756fbacd7d4515aa59caa,https://www.alio.go.kr/download/rulefiledown.json?fileNo=215906,200,application/haansofthwp;charset=utf-8,67072,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,UNKNOWN,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,57c60687d60c9374,데이터 가치평가 운용요령,EXTRACTION_PENDING,EXTRACTION_PENDING,5aacf4967caf5d7180b066f801821aa4bc561028f4ec04315dbfb54f42086fc9,https://www.alio.go.kr/download/rulefiledown.json?fileNo=171232,200,application/haansofthwp;charset=utf-8,122368,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,VERIFIED_EXISTS,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,6966f4e21b7a759b,동산담보대출 연계 특례보증 업무처리방법,EXTRACTION_PENDING,EXTRACTION_PENDING,6bddf6c6e3782e12e760bf4aae629b23144d0fef5d080804f052381e30d37c53,https://www.alio.go.kr/download/rulefiledown.json?fileNo=186232,200,application/haansofthwp;charset=utf-8,424960,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,UNKNOWN,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,3703ac97ef13c2f4,리스크관리요령,EXTRACTION_PENDING,EXTRACTION_PENDING,20c2fad804bc5a7a0521fa8e31d08dc49a5899bb3d4853dc02f1620621c589f0,https://www.alio.go.kr/download/rulefiledown.json?fileNo=220870,200,application/haansofthwp;charset=utf-8,61952,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,VERIFIED_EXISTS,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,dd08cb9245744689,매출채권보험의 모집업무 위탁 운용기준,EXTRACTION_PENDING,EXTRACTION_PENDING,257617ef4c5421b9255e8b2c832c89a74bdb19f10f464a0d14daa115d95aeee6,https://www.alio.go.kr/download/rulefiledown.json?fileNo=155363,200,application/haansofthwp;charset=utf-8,57856,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,VERIFIED_EXISTS,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,f61c31d1761e76e5,"면책기준(대출보증, 제2금융보증용)",EXTRACTION_PENDING,EXTRACTION_PENDING,7381179532fcd7df1b399c1440d3a577a142cca7b60e536365a682eb42c52469,https://www.alio.go.kr/download/rulefiledown.json?fileNo=22908,200,application/haansofthwp;charset=utf-8,38400,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,UNKNOWN,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,6d5f1c3f92da5f0a,"면책기준(전자상거래대출보증, 전자상거래제2금융보증용)",EXTRACTION_PENDING,EXTRACTION_PENDING,8d79e527958328318c4645b1c7c4ecd391890ea2fc7999527c5e548dafdd6193,https://www.alio.go.kr/download/rulefiledown.json?fileNo=26893,200,application/haansofthwp;charset=utf-8,38400,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,UNKNOWN,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,a7512d91852ed9b2,면책기준(지급보증의보증용),EXTRACTION_PENDING,EXTRACTION_PENDING,09bc8267852f02f43a41c5878ca016e900ed99d771c6e706259920cc5bfc79a3,https://www.alio.go.kr/download/rulefiledown.json?fileNo=23186,200,application/haansofthwp;charset=utf-8,26112,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,UNKNOWN,VERIFIED_EXISTS
ccdee57b-1a7d-4aa9-ace5-a64671ec5e3a,,8a698bdbe6c6fb8d,무탄소에너지보증계정 운영요령,EXTRACTION_PENDING,EXTRACTION_PENDING,45a43fe7d74bf77c04dd5bf9a48a5b554a32d3287e86405d7c1f03673866b1da,https://www.alio.go.kr/download/rulefiledown.json?fileNo=215903,200,application/haansofthwp;charset=utf-8,71680,DOWNLOADED,UNKNOWN,hwp,ole_error:AttributeError,UNKNOWN,UNKNOWN,0,0,FALSE,UNKNOWN,VERIFIED_EXISTS
